student_id,date_registered,first_date_watched,first_date_purchased,days_diff_reg_watch,days_diff_watch_purch
255193,12/1/2021,12/1/2021,NULL,0,NULL
255194,12/1/2021,12/1/2021,NULL,0,NULL
255198,12/1/2021,2/17/2022,NULL,78,NULL
255199,12/1/2021,12/1/2021,NULL,0,NULL
255200,12/1/2021,12/1/2021,NULL,0,NULL
255202,12/1/2021,12/1/2021,NULL,0,NULL
255203,12/1/2021,12/1/2021,12/1/2021,0,0
255204,12/1/2021,12/1/2021,12/1/2021,0,0
255205,12/1/2021,12/1/2021,NULL,0,NULL
255206,12/1/2021,12/1/2021,12/2/2021,0,1
255207,12/1/2021,12/1/2021,12/1/2021,0,0
255209,12/1/2021,12/1/2021,NULL,0,NULL
255211,12/1/2021,12/2/2021,NULL,1,NULL
255215,12/1/2021,12/30/2021,NULL,29,NULL
255218,12/1/2021,12/1/2021,12/1/2021,0,0
255222,12/1/2021,12/1/2021,NULL,0,NULL
255227,12/1/2021,2/1/2022,NULL,62,NULL
255235,12/1/2021,12/1/2021,NULL,0,NULL
255238,12/1/2021,12/1/2021,NULL,0,NULL
255239,12/1/2021,12/1/2021,NULL,0,NULL
255241,12/1/2021,1/26/2022,3/21/2022,56,54
255243,12/1/2021,12/1/2021,12/1/2021,0,0
255245,12/1/2021,12/1/2021,NULL,0,NULL
255246,12/1/2021,12/1/2021,NULL,0,NULL
255253,12/1/2021,12/1/2021,NULL,0,NULL
255254,12/1/2021,12/3/2021,NULL,2,NULL
255260,12/1/2021,12/1/2021,NULL,0,NULL
255261,12/1/2021,12/7/2021,NULL,6,NULL
255262,12/1/2021,12/24/2021,12/24/2021,23,0
255268,12/1/2021,12/1/2021,12/28/2021,0,27
255269,12/1/2021,12/1/2021,12/1/2021,0,0
255271,12/1/2021,12/1/2021,12/1/2021,0,0
255272,12/1/2021,12/1/2021,12/1/2021,0,0
255279,12/1/2021,12/1/2021,12/1/2021,0,0
255280,12/1/2021,12/4/2021,12/4/2021,3,0
255283,12/1/2021,12/5/2021,NULL,4,NULL
255285,12/1/2021,12/7/2021,NULL,6,NULL
255286,12/1/2021,12/2/2021,NULL,1,NULL
255287,12/1/2021,12/1/2021,NULL,0,NULL
255294,12/1/2021,12/1/2021,NULL,0,NULL
255297,12/1/2021,12/1/2021,NULL,0,NULL
255301,12/1/2021,8/27/2022,NULL,269,NULL
255302,12/1/2021,12/1/2021,NULL,0,NULL
255306,12/1/2021,12/1/2021,12/2/2021,0,1
255309,12/1/2021,12/1/2021,NULL,0,NULL
255310,12/1/2021,12/1/2021,NULL,0,NULL
255312,12/1/2021,12/1/2021,12/1/2021,0,0
255315,12/1/2021,12/1/2021,12/1/2021,0,0
255318,12/1/2021,12/1/2021,12/1/2021,0,0
255319,12/1/2021,12/1/2021,NULL,0,NULL
255329,12/1/2021,6/6/2022,NULL,187,NULL
255331,12/1/2021,12/1/2021,NULL,0,NULL
255332,12/1/2021,12/1/2021,12/1/2021,0,0
255335,12/1/2021,12/1/2021,12/1/2021,0,0
255338,12/1/2021,12/1/2021,12/1/2021,0,0
255340,12/1/2021,12/1/2021,NULL,0,NULL
255344,12/1/2021,12/1/2021,12/1/2021,0,0
255345,12/1/2021,12/1/2021,NULL,0,NULL
255346,12/1/2021,12/1/2021,12/1/2021,0,0
255347,12/1/2021,12/1/2021,NULL,0,NULL
255348,12/1/2021,12/1/2021,12/1/2021,0,0
255349,12/1/2021,12/1/2021,12/1/2021,0,0
255351,12/1/2021,12/1/2021,NULL,0,NULL
255358,12/2/2021,12/2/2021,NULL,0,NULL
255361,12/2/2021,12/2/2021,NULL,0,NULL
255363,12/2/2021,12/2/2021,NULL,0,NULL
255365,12/2/2021,12/2/2021,NULL,0,NULL
255367,12/2/2021,12/2/2021,12/6/2021,0,4
255368,12/2/2021,12/2/2021,NULL,0,NULL
255372,12/2/2021,12/2/2021,12/2/2021,0,0
255375,12/2/2021,12/2/2021,NULL,0,NULL
255377,12/2/2021,12/2/2021,NULL,0,NULL
255378,12/2/2021,12/2/2021,12/2/2021,0,0
255381,12/2/2021,12/2/2021,NULL,0,NULL
255382,12/2/2021,12/2/2021,NULL,0,NULL
255384,12/2/2021,1/29/2022,NULL,58,NULL
255389,12/2/2021,12/2/2021,NULL,0,NULL
255391,12/2/2021,12/2/2021,12/2/2021,0,0
255396,12/2/2021,12/2/2021,12/6/2021,0,4
255397,12/2/2021,12/2/2021,12/2/2021,0,0
255398,12/2/2021,12/2/2021,NULL,0,NULL
255400,12/2/2021,12/2/2021,NULL,0,NULL
255404,12/2/2021,9/5/2022,NULL,277,NULL
255406,12/2/2021,12/2/2021,12/2/2021,0,0
255407,12/2/2021,12/2/2021,NULL,0,NULL
255413,12/2/2021,12/2/2021,NULL,0,NULL
255414,12/2/2021,12/2/2021,NULL,0,NULL
255419,12/2/2021,12/2/2021,NULL,0,NULL
255421,12/2/2021,2/17/2022,NULL,77,NULL
255422,12/2/2021,12/2/2021,NULL,0,NULL
255425,12/2/2021,12/2/2021,NULL,0,NULL
255426,12/2/2021,12/2/2021,NULL,0,NULL
255431,12/2/2021,12/2/2021,NULL,0,NULL
255433,12/2/2021,12/24/2021,NULL,22,NULL
255435,12/2/2021,12/2/2021,NULL,0,NULL
255439,12/2/2021,12/2/2021,NULL,0,NULL
255441,12/2/2021,12/2/2021,NULL,0,NULL
255442,12/2/2021,12/2/2021,NULL,0,NULL
255443,12/2/2021,12/2/2021,NULL,0,NULL
255444,12/2/2021,12/2/2021,NULL,0,NULL
255447,12/2/2021,12/2/2021,NULL,0,NULL
255449,12/2/2021,12/2/2021,12/5/2021,0,3
255451,12/2/2021,12/2/2021,NULL,0,NULL
255452,12/2/2021,12/2/2021,NULL,0,NULL
255455,12/2/2021,12/2/2021,NULL,0,NULL
255462,12/2/2021,12/2/2021,NULL,0,NULL
255464,12/2/2021,12/2/2021,NULL,0,NULL
255465,12/2/2021,12/2/2021,NULL,0,NULL
255476,12/2/2021,12/2/2021,NULL,0,NULL
255477,12/2/2021,12/2/2021,NULL,0,NULL
255478,12/2/2021,12/3/2021,NULL,1,NULL
255479,12/2/2021,12/2/2021,NULL,0,NULL
255480,12/2/2021,12/13/2021,NULL,11,NULL
255481,12/2/2021,12/4/2021,NULL,2,NULL
255488,12/2/2021,12/4/2021,12/4/2021,2,0
255492,12/2/2021,12/3/2021,NULL,1,NULL
255493,12/2/2021,12/2/2021,NULL,0,NULL
255494,12/2/2021,12/2/2021,NULL,0,NULL
255495,12/2/2021,12/2/2021,NULL,0,NULL
255496,12/2/2021,12/3/2021,NULL,1,NULL
255498,12/2/2021,12/2/2021,NULL,0,NULL
255502,12/2/2021,12/2/2021,NULL,0,NULL
255508,12/2/2021,12/8/2021,NULL,6,NULL
255509,12/2/2021,12/2/2021,NULL,0,NULL
255511,12/2/2021,4/17/2022,NULL,136,NULL
255513,12/2/2021,12/2/2021,NULL,0,NULL
255515,12/3/2021,12/3/2021,NULL,0,NULL
255516,12/3/2021,12/3/2021,NULL,0,NULL
255517,12/3/2021,12/3/2021,NULL,0,NULL
255521,12/3/2021,12/3/2021,NULL,0,NULL
255523,12/3/2021,12/3/2021,NULL,0,NULL
255524,12/3/2021,12/3/2021,NULL,0,NULL
255525,12/3/2021,12/3/2021,NULL,0,NULL
255529,12/3/2021,12/3/2021,12/7/2021,0,4
255532,12/3/2021,12/3/2021,NULL,0,NULL
255533,12/3/2021,12/3/2021,NULL,0,NULL
255534,12/3/2021,12/3/2021,12/6/2021,0,3
255547,12/3/2021,12/3/2021,NULL,0,NULL
255548,12/3/2021,12/3/2021,NULL,0,NULL
255550,12/3/2021,12/3/2021,NULL,0,NULL
255553,12/3/2021,12/3/2021,NULL,0,NULL
255554,12/3/2021,12/3/2021,NULL,0,NULL
255555,12/3/2021,12/3/2021,NULL,0,NULL
255556,12/3/2021,12/3/2021,NULL,0,NULL
255558,12/3/2021,12/3/2021,NULL,0,NULL
255559,12/3/2021,12/3/2021,NULL,0,NULL
255561,12/3/2021,12/6/2021,NULL,3,NULL
255563,12/3/2021,12/3/2021,12/3/2021,0,0
255572,12/3/2021,12/3/2021,NULL,0,NULL
255578,12/3/2021,12/3/2021,NULL,0,NULL
255580,12/3/2021,12/3/2021,NULL,0,NULL
255581,12/3/2021,12/3/2021,NULL,0,NULL
255585,12/3/2021,12/3/2021,NULL,0,NULL
255587,12/3/2021,12/3/2021,NULL,0,NULL
255589,12/3/2021,12/10/2021,12/10/2021,7,0
255592,12/3/2021,12/7/2021,NULL,4,NULL
255593,12/3/2021,12/3/2021,NULL,0,NULL
255595,12/3/2021,12/5/2021,12/9/2021,2,4
255598,12/3/2021,12/3/2021,NULL,0,NULL
255603,12/3/2021,12/3/2021,NULL,0,NULL
255606,12/3/2021,12/3/2021,NULL,0,NULL
255608,12/3/2021,12/3/2021,NULL,0,NULL
255610,12/3/2021,12/3/2021,NULL,0,NULL
255613,12/3/2021,8/15/2022,NULL,255,NULL
255615,12/3/2021,12/6/2021,NULL,3,NULL
255619,12/3/2021,12/4/2021,NULL,1,NULL
255622,12/3/2021,12/3/2021,NULL,0,NULL
255623,12/3/2021,12/23/2021,NULL,20,NULL
255624,12/3/2021,12/3/2021,NULL,0,NULL
255630,12/3/2021,12/3/2021,NULL,0,NULL
255634,12/3/2021,12/3/2021,NULL,0,NULL
255637,12/3/2021,12/3/2021,NULL,0,NULL
255641,12/3/2021,12/3/2021,12/3/2021,0,0
255642,12/3/2021,12/3/2021,NULL,0,NULL
255643,12/3/2021,12/3/2021,NULL,0,NULL
255646,12/3/2021,12/3/2021,NULL,0,NULL
255650,12/3/2021,12/3/2021,NULL,0,NULL
255652,12/3/2021,12/3/2021,NULL,0,NULL
255656,12/3/2021,12/3/2021,NULL,0,NULL
255657,12/3/2021,12/3/2021,NULL,0,NULL
255658,12/3/2021,12/3/2021,NULL,0,NULL
255660,12/3/2021,3/4/2022,NULL,91,NULL
255661,12/4/2021,12/4/2021,NULL,0,NULL
255664,12/4/2021,12/4/2021,NULL,0,NULL
255665,12/4/2021,12/4/2021,NULL,0,NULL
255668,12/4/2021,12/4/2021,1/25/2022,0,52
255670,12/4/2021,12/7/2021,NULL,3,NULL
255677,12/4/2021,12/4/2021,NULL,0,NULL
255684,12/4/2021,12/4/2021,NULL,0,NULL
255690,12/4/2021,12/4/2021,NULL,0,NULL
255692,12/4/2021,12/4/2021,NULL,0,NULL
255694,12/4/2021,12/4/2021,NULL,0,NULL
255696,12/4/2021,12/4/2021,NULL,0,NULL
255698,12/4/2021,12/4/2021,NULL,0,NULL
255700,12/4/2021,12/4/2021,NULL,0,NULL
255702,12/4/2021,12/4/2021,NULL,0,NULL
255703,12/4/2021,12/4/2021,NULL,0,NULL
255711,12/4/2021,12/6/2021,NULL,2,NULL
255713,12/4/2021,12/4/2021,NULL,0,NULL
255714,12/4/2021,12/4/2021,NULL,0,NULL
255715,12/4/2021,12/4/2021,NULL,0,NULL
255716,12/4/2021,12/4/2021,NULL,0,NULL
255720,12/4/2021,12/4/2021,NULL,0,NULL
255723,12/4/2021,12/6/2021,NULL,2,NULL
255724,12/4/2021,12/4/2021,NULL,0,NULL
255727,12/4/2021,12/4/2021,NULL,0,NULL
255728,12/4/2021,12/4/2021,NULL,0,NULL
255729,12/4/2021,12/4/2021,NULL,0,NULL
255730,12/4/2021,12/4/2021,NULL,0,NULL
255731,12/4/2021,12/4/2021,NULL,0,NULL
255732,12/4/2021,3/21/2022,NULL,107,NULL
255733,12/4/2021,12/4/2021,NULL,0,NULL
255734,12/4/2021,12/4/2021,NULL,0,NULL
255735,12/4/2021,12/4/2021,NULL,0,NULL
255741,12/4/2021,12/14/2021,NULL,10,NULL
255744,12/4/2021,12/4/2021,12/6/2021,0,2
255748,12/4/2021,12/6/2021,NULL,2,NULL
255749,12/4/2021,12/4/2021,NULL,0,NULL
255751,12/4/2021,12/7/2021,NULL,3,NULL
255752,12/4/2021,12/4/2021,NULL,0,NULL
255755,12/4/2021,12/6/2021,NULL,2,NULL
255757,12/4/2021,12/4/2021,NULL,0,NULL
255759,12/4/2021,12/4/2021,NULL,0,NULL
255761,12/4/2021,12/4/2021,NULL,0,NULL
255762,12/4/2021,12/4/2021,NULL,0,NULL
255764,12/4/2021,12/4/2021,NULL,0,NULL
255765,12/4/2021,12/6/2021,12/10/2021,2,4
255766,12/4/2021,12/4/2021,NULL,0,NULL
255768,12/4/2021,1/6/2022,NULL,33,NULL
255770,12/4/2021,12/4/2021,NULL,0,NULL
255772,12/4/2021,12/4/2021,12/4/2021,0,0
255774,12/4/2021,12/4/2021,NULL,0,NULL
255776,12/4/2021,12/4/2021,NULL,0,NULL
255779,12/4/2021,12/4/2021,NULL,0,NULL
255784,12/4/2021,12/4/2021,NULL,0,NULL
255786,12/4/2021,12/5/2021,NULL,1,NULL
255789,12/4/2021,12/4/2021,NULL,0,NULL
255791,12/4/2021,12/4/2021,NULL,0,NULL
255792,12/4/2021,12/4/2021,NULL,0,NULL
255793,12/5/2021,12/7/2021,NULL,2,NULL
255795,12/5/2021,12/5/2021,NULL,0,NULL
255796,12/5/2021,12/5/2021,NULL,0,NULL
255798,12/5/2021,2/22/2022,NULL,79,NULL
255800,12/5/2021,12/5/2021,NULL,0,NULL
255804,12/5/2021,12/5/2021,NULL,0,NULL
255806,12/5/2021,12/5/2021,NULL,0,NULL
255808,12/5/2021,12/5/2021,NULL,0,NULL
255810,12/5/2021,12/6/2021,NULL,1,NULL
255813,12/5/2021,12/5/2021,NULL,0,NULL
255819,12/5/2021,12/5/2021,NULL,0,NULL
255820,12/5/2021,12/5/2021,NULL,0,NULL
255821,12/5/2021,12/5/2021,NULL,0,NULL
255826,12/5/2021,12/5/2021,NULL,0,NULL
255827,12/5/2021,12/5/2021,2/25/2022,0,82
255830,12/5/2021,12/5/2021,NULL,0,NULL
255831,12/5/2021,12/5/2021,NULL,0,NULL
255832,12/5/2021,12/5/2021,NULL,0,NULL
255833,12/5/2021,12/5/2021,NULL,0,NULL
255834,12/5/2021,12/5/2021,NULL,0,NULL
255835,12/5/2021,12/9/2021,NULL,4,NULL
255836,12/5/2021,12/5/2021,NULL,0,NULL
255838,12/5/2021,2/19/2022,NULL,76,NULL
255839,12/5/2021,12/6/2021,NULL,1,NULL
255840,12/5/2021,12/5/2021,NULL,0,NULL
255844,12/5/2021,12/5/2021,NULL,0,NULL
255848,12/5/2021,12/5/2021,NULL,0,NULL
255849,12/5/2021,12/5/2021,NULL,0,NULL
255852,12/5/2021,12/5/2021,NULL,0,NULL
255854,12/5/2021,12/5/2021,NULL,0,NULL
255855,12/5/2021,12/5/2021,NULL,0,NULL
255859,12/5/2021,12/5/2021,12/8/2021,0,3
255865,12/5/2021,12/5/2021,NULL,0,NULL
255867,12/5/2021,12/5/2021,NULL,0,NULL
255870,12/5/2021,12/5/2021,NULL,0,NULL
255871,12/5/2021,12/5/2021,NULL,0,NULL
255872,12/5/2021,12/5/2021,NULL,0,NULL
255875,12/5/2021,12/5/2021,NULL,0,NULL
255876,12/5/2021,12/5/2021,NULL,0,NULL
255877,12/5/2021,12/11/2021,NULL,6,NULL
255879,12/5/2021,12/5/2021,NULL,0,NULL
255880,12/5/2021,12/5/2021,NULL,0,NULL
255884,12/5/2021,12/8/2021,NULL,3,NULL
255885,12/5/2021,12/5/2021,NULL,0,NULL
255886,12/5/2021,8/14/2022,NULL,252,NULL
255887,12/5/2021,12/5/2021,NULL,0,NULL
255888,12/5/2021,12/5/2021,NULL,0,NULL
255890,12/5/2021,12/5/2021,NULL,0,NULL
255892,12/5/2021,12/7/2021,1/19/2023,2,408
255894,12/5/2021,12/7/2021,NULL,2,NULL
255896,12/6/2021,12/6/2021,NULL,0,NULL
255897,12/6/2021,8/16/2022,NULL,253,NULL
255898,12/6/2021,12/6/2021,NULL,0,NULL
255902,12/6/2021,12/6/2021,NULL,0,NULL
255903,12/6/2021,12/6/2021,NULL,0,NULL
255905,12/6/2021,12/6/2021,NULL,0,NULL
255908,12/6/2021,12/6/2021,NULL,0,NULL
255909,12/6/2021,1/10/2022,NULL,35,NULL
255910,12/6/2021,12/6/2021,NULL,0,NULL
255911,12/6/2021,12/6/2021,NULL,0,NULL
255912,12/6/2021,12/6/2021,2/18/2022,0,74
255914,12/6/2021,12/6/2021,NULL,0,NULL
255916,12/6/2021,12/6/2021,NULL,0,NULL
255917,12/6/2021,1/3/2022,NULL,28,NULL
255919,12/6/2021,12/6/2021,NULL,0,NULL
255920,12/6/2021,12/6/2021,NULL,0,NULL
255921,12/6/2021,12/6/2021,NULL,0,NULL
255923,12/6/2021,12/7/2021,NULL,1,NULL
255926,12/6/2021,12/6/2021,NULL,0,NULL
255927,12/6/2021,12/6/2021,NULL,0,NULL
255930,12/6/2021,12/6/2021,NULL,0,NULL
255931,12/6/2021,12/10/2021,NULL,4,NULL
255935,12/6/2021,12/6/2021,NULL,0,NULL
255936,12/6/2021,12/6/2021,NULL,0,NULL
255942,12/6/2021,12/6/2021,NULL,0,NULL
255943,12/6/2021,12/6/2021,NULL,0,NULL
255949,12/6/2021,12/6/2021,NULL,0,NULL
255958,12/6/2021,12/28/2021,NULL,22,NULL
255960,12/6/2021,12/6/2021,NULL,0,NULL
255963,12/6/2021,12/6/2021,NULL,0,NULL
255972,12/6/2021,12/6/2021,NULL,0,NULL
255973,12/6/2021,3/6/2022,NULL,90,NULL
255975,12/6/2021,12/6/2021,NULL,0,NULL
255979,12/6/2021,12/17/2021,NULL,11,NULL
255982,12/6/2021,12/6/2021,NULL,0,NULL
255984,12/6/2021,12/6/2021,NULL,0,NULL
255985,12/6/2021,12/6/2021,NULL,0,NULL
255988,12/6/2021,12/6/2021,NULL,0,NULL
255989,12/6/2021,12/6/2021,NULL,0,NULL
255991,12/6/2021,12/7/2021,NULL,1,NULL
255993,12/6/2021,12/6/2021,12/16/2021,0,10
255995,12/6/2021,12/6/2021,NULL,0,NULL
255997,12/6/2021,12/6/2021,NULL,0,NULL
255999,12/6/2021,12/6/2021,NULL,0,NULL
256000,12/6/2021,12/6/2021,NULL,0,NULL
256002,12/6/2021,12/6/2021,NULL,0,NULL
256004,12/6/2021,12/6/2021,NULL,0,NULL
256009,12/6/2021,12/6/2021,NULL,0,NULL
256010,12/6/2021,9/20/2022,NULL,288,NULL
256011,12/6/2021,12/9/2021,NULL,3,NULL
256015,12/6/2021,12/6/2021,NULL,0,NULL
256018,12/6/2021,12/28/2021,12/29/2021,22,1
256019,12/6/2021,12/6/2021,NULL,0,NULL
256023,12/6/2021,12/6/2021,NULL,0,NULL
256027,12/6/2021,12/6/2021,NULL,0,NULL
256032,12/6/2021,12/6/2021,NULL,0,NULL
256033,12/6/2021,12/6/2021,NULL,0,NULL
256036,12/6/2021,12/6/2021,NULL,0,NULL
256039,12/6/2021,12/6/2021,NULL,0,NULL
256042,12/6/2021,12/6/2021,NULL,0,NULL
256043,12/6/2021,5/31/2022,NULL,176,NULL
256044,12/6/2021,12/6/2021,NULL,0,NULL
256048,12/6/2021,12/6/2021,NULL,0,NULL
256050,12/6/2021,12/7/2021,NULL,1,NULL
256051,12/6/2021,12/6/2021,NULL,0,NULL
256052,12/7/2021,12/7/2021,NULL,0,NULL
256054,12/7/2021,12/7/2021,NULL,0,NULL
256055,12/7/2021,12/7/2021,12/7/2021,0,0
256057,12/7/2021,12/7/2021,NULL,0,NULL
256058,12/7/2021,9/11/2022,NULL,278,NULL
256060,12/7/2021,12/7/2021,NULL,0,NULL
256061,12/7/2021,12/7/2021,NULL,0,NULL
256062,12/7/2021,12/7/2021,NULL,0,NULL
256064,12/7/2021,12/7/2021,NULL,0,NULL
256065,12/7/2021,12/7/2021,NULL,0,NULL
256067,12/7/2021,12/7/2021,NULL,0,NULL
256071,12/7/2021,12/7/2021,NULL,0,NULL
256073,12/7/2021,12/7/2021,NULL,0,NULL
256074,12/7/2021,12/7/2021,NULL,0,NULL
256075,12/7/2021,12/7/2021,NULL,0,NULL
256077,12/7/2021,12/7/2021,NULL,0,NULL
256079,12/7/2021,12/7/2021,NULL,0,NULL
256082,12/7/2021,12/7/2021,NULL,0,NULL
256085,12/7/2021,12/7/2021,NULL,0,NULL
256086,12/7/2021,12/24/2021,NULL,17,NULL
256088,12/7/2021,12/7/2021,NULL,0,NULL
256089,12/7/2021,12/7/2021,NULL,0,NULL
256093,12/7/2021,12/10/2021,NULL,3,NULL
256095,12/7/2021,12/7/2021,NULL,0,NULL
256096,12/7/2021,12/7/2021,NULL,0,NULL
256099,12/7/2021,12/25/2021,NULL,18,NULL
256102,12/7/2021,12/7/2021,NULL,0,NULL
256104,12/7/2021,12/7/2021,NULL,0,NULL
256109,12/7/2021,12/7/2021,NULL,0,NULL
256110,12/7/2021,12/7/2021,NULL,0,NULL
256111,12/7/2021,12/19/2021,NULL,12,NULL
256112,12/7/2021,12/7/2021,NULL,0,NULL
256115,12/7/2021,12/7/2021,NULL,0,NULL
256116,12/7/2021,12/7/2021,NULL,0,NULL
256120,12/7/2021,12/7/2021,NULL,0,NULL
256123,12/7/2021,12/7/2021,NULL,0,NULL
256125,12/7/2021,12/7/2021,NULL,0,NULL
256126,12/7/2021,12/7/2021,NULL,0,NULL
256127,12/7/2021,12/17/2021,12/17/2021,10,0
256128,12/7/2021,12/7/2021,NULL,0,NULL
256130,12/7/2021,12/7/2021,NULL,0,NULL
256133,12/7/2021,12/10/2021,NULL,3,NULL
256134,12/7/2021,12/7/2021,NULL,0,NULL
256135,12/7/2021,12/7/2021,NULL,0,NULL
256140,12/7/2021,12/7/2021,NULL,0,NULL
256143,12/7/2021,12/7/2021,NULL,0,NULL
256145,12/7/2021,12/7/2021,NULL,0,NULL
256149,12/7/2021,1/8/2022,NULL,32,NULL
256150,12/7/2021,12/8/2021,NULL,1,NULL
256152,12/7/2021,12/7/2021,NULL,0,NULL
256154,12/7/2021,12/7/2021,NULL,0,NULL
256156,12/7/2021,12/7/2021,NULL,0,NULL
256157,12/7/2021,12/14/2021,NULL,7,NULL
256161,12/7/2021,12/7/2021,NULL,0,NULL
256162,12/7/2021,9/15/2022,NULL,282,NULL
256163,12/7/2021,12/7/2021,NULL,0,NULL
256164,12/7/2021,12/7/2021,NULL,0,NULL
256168,12/7/2021,12/7/2021,NULL,0,NULL
256169,12/7/2021,12/7/2021,NULL,0,NULL
256176,12/7/2021,12/8/2021,NULL,1,NULL
256178,12/8/2021,12/8/2021,NULL,0,NULL
256180,12/8/2021,12/8/2021,NULL,0,NULL
256181,12/8/2021,12/8/2021,NULL,0,NULL
256183,12/8/2021,12/8/2021,NULL,0,NULL
256185,12/8/2021,12/8/2021,NULL,0,NULL
256187,12/8/2021,12/8/2021,NULL,0,NULL
256190,12/8/2021,12/8/2021,NULL,0,NULL
256193,12/8/2021,12/8/2021,12/8/2021,0,0
256195,12/8/2021,12/9/2021,NULL,1,NULL
256196,12/8/2021,12/8/2021,NULL,0,NULL
256198,12/8/2021,12/8/2021,NULL,0,NULL
256201,12/8/2021,12/8/2021,NULL,0,NULL
256204,12/8/2021,12/8/2021,NULL,0,NULL
256208,12/8/2021,12/8/2021,NULL,0,NULL
256209,12/8/2021,4/24/2022,NULL,137,NULL
256211,12/8/2021,12/8/2021,NULL,0,NULL
256215,12/8/2021,12/19/2021,NULL,11,NULL
256222,12/8/2021,12/8/2021,NULL,0,NULL
256223,12/8/2021,12/8/2021,NULL,0,NULL
256229,12/8/2021,12/8/2021,NULL,0,NULL
256230,12/8/2021,12/8/2021,NULL,0,NULL
256233,12/8/2021,12/8/2021,NULL,0,NULL
256237,12/8/2021,12/8/2021,NULL,0,NULL
256238,12/8/2021,12/8/2021,NULL,0,NULL
256240,12/8/2021,12/8/2021,NULL,0,NULL
256242,12/8/2021,12/8/2021,NULL,0,NULL
256243,12/8/2021,12/11/2021,NULL,3,NULL
256244,12/8/2021,8/12/2022,NULL,247,NULL
256249,12/8/2021,12/8/2021,NULL,0,NULL
256253,12/8/2021,12/8/2021,NULL,0,NULL
256254,12/8/2021,7/27/2022,NULL,231,NULL
256257,12/8/2021,12/8/2021,NULL,0,NULL
256258,12/8/2021,12/8/2021,NULL,0,NULL
256259,12/8/2021,1/13/2022,NULL,36,NULL
256260,12/8/2021,12/8/2021,NULL,0,NULL
256261,12/8/2021,12/8/2021,NULL,0,NULL
256262,12/8/2021,12/8/2021,NULL,0,NULL
256263,12/8/2021,12/8/2021,NULL,0,NULL
256266,12/8/2021,12/9/2021,NULL,1,NULL
256269,12/8/2021,12/8/2021,NULL,0,NULL
256270,12/8/2021,12/9/2021,12/9/2021,1,0
256273,12/8/2021,12/8/2021,NULL,0,NULL
256274,12/8/2021,12/9/2021,NULL,1,NULL
256276,12/8/2021,12/8/2021,NULL,0,NULL
256281,12/8/2021,12/8/2021,NULL,0,NULL
256284,12/8/2021,12/8/2021,NULL,0,NULL
256286,12/8/2021,12/11/2021,NULL,3,NULL
256288,12/8/2021,12/8/2021,NULL,0,NULL
256289,12/8/2021,12/8/2021,NULL,0,NULL
256291,12/8/2021,12/8/2021,NULL,0,NULL
256294,12/8/2021,12/8/2021,NULL,0,NULL
256295,12/8/2021,12/8/2021,NULL,0,NULL
256296,12/8/2021,3/30/2022,NULL,112,NULL
256298,12/8/2021,12/8/2021,NULL,0,NULL
256299,12/8/2021,12/8/2021,NULL,0,NULL
256301,12/8/2021,12/8/2021,1/23/2023,0,411
256302,12/8/2021,12/8/2021,NULL,0,NULL
256303,12/8/2021,12/8/2021,NULL,0,NULL
256305,12/8/2021,12/14/2021,NULL,6,NULL
256310,12/9/2021,12/9/2021,NULL,0,NULL
256312,12/9/2021,12/9/2021,1/18/2023,0,405
256316,12/9/2021,12/9/2021,NULL,0,NULL
256318,12/9/2021,12/9/2021,NULL,0,NULL
256321,12/9/2021,12/9/2021,NULL,0,NULL
256322,12/9/2021,7/18/2022,NULL,221,NULL
256326,12/9/2021,12/9/2021,NULL,0,NULL
256329,12/9/2021,12/9/2021,12/16/2021,0,7
256332,12/9/2021,12/9/2021,NULL,0,NULL
256333,12/9/2021,12/9/2021,NULL,0,NULL
256336,12/9/2021,12/9/2021,NULL,0,NULL
256340,12/9/2021,12/9/2021,NULL,0,NULL
256342,12/9/2021,12/9/2021,NULL,0,NULL
256344,12/9/2021,12/9/2021,NULL,0,NULL
256347,12/9/2021,12/9/2021,NULL,0,NULL
256349,12/9/2021,12/9/2021,NULL,0,NULL
256350,12/9/2021,12/9/2021,NULL,0,NULL
256353,12/9/2021,12/9/2021,NULL,0,NULL
256354,12/9/2021,12/9/2021,NULL,0,NULL
256355,12/9/2021,12/9/2021,NULL,0,NULL
256357,12/9/2021,12/9/2021,NULL,0,NULL
256358,12/9/2021,12/14/2021,NULL,5,NULL
256359,12/9/2021,12/9/2021,NULL,0,NULL
256360,12/9/2021,12/9/2021,NULL,0,NULL
256365,12/9/2021,12/9/2021,NULL,0,NULL
256371,12/9/2021,12/9/2021,NULL,0,NULL
256373,12/9/2021,12/9/2021,NULL,0,NULL
256376,12/9/2021,12/9/2021,NULL,0,NULL
256378,12/9/2021,12/9/2021,NULL,0,NULL
256379,12/9/2021,12/9/2021,NULL,0,NULL
256380,12/9/2021,12/9/2021,NULL,0,NULL
256383,12/9/2021,12/9/2021,NULL,0,NULL
256384,12/9/2021,12/9/2021,NULL,0,NULL
256386,12/9/2021,12/10/2021,12/27/2021,1,17
256395,12/9/2021,12/10/2021,NULL,1,NULL
256396,12/9/2021,12/9/2021,NULL,0,NULL
256397,12/9/2021,12/9/2021,NULL,0,NULL
256398,12/9/2021,12/9/2021,NULL,0,NULL
256401,12/9/2021,12/9/2021,NULL,0,NULL
256403,12/9/2021,12/9/2021,NULL,0,NULL
256409,12/9/2021,6/21/2022,NULL,194,NULL
